pct_ingreso;edad;estado_credito_N;antiguedad_empleado;importe_solicitado;duracion_credito;situacion_vivienda;ingresos;objetivo_credito;tasa_interes;estado_credito;falta_pago
hasta_20;menor_25;P;NA;5100;4;PROPIA;33996;SALUD;11.12;0;N
hasta_20;menor_25;C;menor_5;2500;3;HIPOTECA;33996;MEJORAS_HOGAR;7.88;1;N
20_a_40;menor_25;P;menor_5;10000;3;PROPIA;33996;INVERSIONES;14.96;0;Y
20_a_40;menor_25;P;menor_5;12000;3;ALQUILER;50000;PERSONAL;11.71;0;N
20_a_40;menor_25;P;menor_5;12000;3;ALQUILER;50000;EDUCACIÓN;10.59;0;N
20_a_40;menor_25;P;menor_5;12000;4;ALQUILER;50000;EDUCACIÓN;17.14;0;N
20_a_40;menor_25;C;menor_5;12000;3;ALQUILER;44000;PAGO_DEUDAS;12.23;1;N
20_a_40;menor_25;P;menor_5;12000;3;ALQUILER;50000;PAGO_DEUDAS;6.54;0;N
20_a_40;menor_25;C;menor_5;12000;2;ALQUILER;44000;PAGO_DEUDAS;11.86;1;N
20_a_40;menor_25;P;menor_5;12000;4;ALQUILER;50000;MEJORAS_HOGAR;7.51;0;N
20_a_40;25_a_30;P;menor_5;12000;4;ALQUILER;50000;EDUCACIÓN;7.88;0;N
20_a_40;menor_25;C;menor_5;12000;4;ALQUILER;44000;SALUD;;1;N
20_a_40;25_a_30;P;5_a_10;12000;2;ALQUILER;50000;PERSONAL;7.88;0;N
20_a_40;menor_25;P;menor_5;12000;2;ALQUILER;50000;EDUCACIÓN;12.87;0;Y
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;50004;PERSONAL;10.0;0;N
20_a_40;25_a_30;C;menor_5;12000;3;ALQUILER;44004;SALUD;15.31;1;Y
20_a_40;menor_25;C;menor_5;12000;2;ALQUILER;44004;INVERSIONES;16.0;1;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;50361;EDUCACIÓN;12.73;0;N
20_a_40;25_a_30;P;5_a_10;12000;4;HIPOTECA;34000;PAGO_DEUDAS;6.03;0;N
20_a_40;25_a_30;P;5_a_10;12000;3;ALQUILER;50400;PAGO_DEUDAS;;0;N
20_a_40;menor_25;P;menor_5;12000;4;ALQUILER;50500;INVERSIONES;11.58;0;N
20_a_40;25_a_30;P;5_a_10;10000;3;HIPOTECA;34000;PAGO_DEUDAS;12.42;0;N
hasta_20;25_a_30;P;menor_5;2500;2;HIPOTECA;34000;MEJORAS_HOGAR;6.03;0;N
20_a_40;menor_25;P;menor_5;10000;4;HIPOTECA;34000;PAGO_DEUDAS;6.99;0;N
20_a_40;menor_25;P;menor_5;12000;3;ALQUILER;51000;EDUCACIÓN;12.99;0;N
20_a_40;menor_25;C;5_a_10;12000;4;ALQUILER;45449;SALUD;;1;N
20_a_40;25_a_30;P;5_a_10;12000;4;ALQUILER;51996;SALUD;12.21;0;N
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;52000;PERSONAL;7.51;0;N
hasta_20;25_a_30;C;5_a_10;2000;4;HIPOTECA;34000;PAGO_DEUDAS;7.66;1;N
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;52000;EDUCACIÓN;11.99;0;N
20_a_40;menor_25;P;5_a_10;10950;2;PROPIA;34000;INVERSIONES;7.29;0;N
hasta_20;25_a_30;P;5_a_10;5000;4;HIPOTECA;34000;PERSONAL;5.79;0;N
20_a_40;menor_25;P;menor_5;12000;3;ALQUILER;52000;EDUCACIÓN;13.61;0;Y
hasta_20;25_a_30;P;5_a_10;6000;4;HIPOTECA;34000;PERSONAL;6.92;0;N
20_a_40;menor_25;P;menor_5;12000;2;ALQUILER;52000;PERSONAL;13.57;0;Y
hasta_20;menor_25;P;5_a_10;6000;2;HIPOTECA;34000;EDUCACIÓN;6.76;0;N
20_a_40;25_a_30;C;5_a_10;12000;4;ALQUILER;46800;MEJORAS_HOGAR;13.11;1;Y
20_a_40;menor_25;C;5_a_10;7200;2;HIPOTECA;34000;PERSONAL;6.76;1;N
hasta_20;menor_25;P;menor_5;5100;4;HIPOTECA;34000;PERSONAL;14.35;0;N
20_a_40;menor_25;C;5_a_10;12000;3;ALQUILER;47000;PAGO_DEUDAS;16.29;1;Y
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;53000;INVERSIONES;11.11;0;N
20_a_40;25_a_30;P;5_a_10;12000;3;ALQUILER;53000;PERSONAL;14.59;0;Y
20_a_40;menor_25;P;5_a_10;11500;2;HIPOTECA;34000;SALUD;10.99;0;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;53000;SALUD;12.53;0;Y
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;54000;PERSONAL;;0;Y
20_a_40;menor_25;P;menor_5;12000;2;ALQUILER;54000;PAGO_DEUDAS;10.99;0;N
hasta_20;25_a_30;C;menor_5;6000;3;HIPOTECA;34000;SALUD;15.7;1;Y
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;54000;PAGO_DEUDAS;8.49;0;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;54000;EDUCACIÓN;8.49;0;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;54000;INVERSIONES;11.36;0;N
20_a_40;menor_25;C;5_a_10;12000;3;ALQUILER;48400;INVERSIONES;14.65;1;Y
20_a_40;25_a_30;P;menor_5;10000;4;HIPOTECA;34000;SALUD;12.87;0;Y
20_a_40;25_a_30;P;menor_5;12000;2;ALQUILER;54996;MEJORAS_HOGAR;10.37;0;N
20_a_40;menor_25;P;menor_5;10000;4;HIPOTECA;34000;SALUD;12.18;0;N
20_a_40;25_a_30;P;menor_5;12000;4;ALQUILER;54996;PERSONAL;7.88;0;N
40_a_60;menor_25;P;5_a_10;19000;4;HIPOTECA;34000;PAGO_DEUDAS;11.48;0;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;54996;INVERSIONES;8.32;0;N
20_a_40;25_a_30;P;mayor_10;12000;3;ALQUILER;55000;PERSONAL;12.42;0;N
hasta_20;menor_25;P;menor_5;6000;4;HIPOTECA;34000;MEJORAS_HOGAR;14.11;0;N
20_a_40;25_a_30;P;menor_5;10000;3;HIPOTECA;34000;EDUCACIÓN;11.26;0;N
20_a_40;25_a_30;P;5_a_10;12000;3;ALQUILER;55000;EDUCACIÓN;10.65;0;N
hasta_20;menor_25;P;5_a_10;5000;3;HIPOTECA;34000;EDUCACIÓN;9.63;0;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;55000;INVERSIONES;10.62;0;N
20_a_40;25_a_30;P;menor_5;7000;2;HIPOTECA;34000;EDUCACIÓN;11.28;0;N
20_a_40;25_a_30;C;menor_5;12000;2;ALQUILER;49000;PAGO_DEUDAS;13.49;1;N
20_a_40;menor_25;P;5_a_10;10000;3;PROPIA;34000;INVERSIONES;;0;Y
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;55008;EDUCACIÓN;13.79;0;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;55032;EDUCACIÓN;9.63;0;N
hasta_20;menor_25;P;5_a_10;1500;3;PROPIA;34056;PERSONAL;10.65;0;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;55555;EDUCACIÓN;;0;N
20_a_40;menor_25;P;menor_5;12000;2;ALQUILER;56000;EDUCACIÓN;6.91;0;N
20_a_40;menor_25;P;5_a_10;9000;4;HIPOTECA;34174;PERSONAL;13.47;0;N
hasta_20;menor_25;P;NA;5500;4;HIPOTECA;34200;SALUD;7.49;0;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;56000;INVERSIONES;10.75;0;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;56000;INVERSIONES;11.49;0;N
20_a_40;menor_25;P;menor_5;12000;3;ALQUILER;56000;PERSONAL;10.75;0;N
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;56000;MEJORAS_HOGAR;8.94;0;N
20_a_40;menor_25;P;menor_5;12000;2;ALQUILER;56000;INVERSIONES;14.26;0;Y
20_a_40;25_a_30;C;menor_5;12000;2;ALQUILER;50100;PERSONAL;14.74;1;Y
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;56755;EDUCACIÓN;10.99;0;N
20_a_40;menor_25;P;menor_5;12000;4;ALQUILER;57000;EDUCACIÓN;;0;N
20_a_40;25_a_30;P;menor_5;12000;4;ALQUILER;57000;SALUD;10.99;0;N
hasta_20;menor_25;P;5_a_10;5000;3;HIPOTECA;34348;EDUCACIÓN;7.9;0;N
20_a_40;menor_25;C;menor_5;12000;4;ALQUILER;51000;PAGO_DEUDAS;17.99;1;Y
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;57000;PAGO_DEUDAS;7.29;0;N
20_a_40;menor_25;C;menor_5;12000;3;ALQUILER;51000;PERSONAL;7.88;1;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;57000;EDUCACIÓN;13.11;0;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;57000;PAGO_DEUDAS;8.94;0;N
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;57720;PAGO_DEUDAS;12.87;0;Y
20_a_40;25_a_30;C;5_a_10;12000;3;ALQUILER;51780;SALUD;13.47;1;N
20_a_40;menor_25;C;menor_5;12000;3;ALQUILER;51840;PAGO_DEUDAS;15.95;1;Y
hasta_20;menor_25;P;menor_5;6400;2;HIPOTECA;34500;EDUCACIÓN;7.51;0;N
20_a_40;25_a_30;P;5_a_10;12000;3;ALQUILER;58000;PAGO_DEUDAS;9.91;0;N
20_a_40;menor_25;P;5_a_10;12000;4;ALQUILER;58000;INVERSIONES;11.49;0;N
20_a_40;menor_25;P;5_a_10;12000;2;ALQUILER;58000;EDUCACIÓN;13.11;0;N
20_a_40;menor_25;C;5_a_10;12000;4;ALQUILER;52260;SALUD;9.99;1;N
hasta_20;25_a_30;P;mayor_10;5400;4;HIPOTECA;34515;PAGO_DEUDAS;7.68;0;N
20_a_40;menor_25;P;5_a_10;12000;3;ALQUILER;59000;PERSONAL;10.37;0;N
20_a_40;menor_25;P;menor_5;10000;2;HIPOTECA;34560;SALUD;10.59;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;52000;PAGO_DEUDAS;11.49;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;52000;SALUD;;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;52800;SALUD;10.99;0;N
20_a_40;menor_25;P;5_a_10;6800;4;HIPOTECA;34600;EDUCACIÓN;12.69;0;N
hasta_20;menor_25;P;menor_5;4000;2;HIPOTECA;34600;PAGO_DEUDAS;5.42;0;N
hasta_20;25_a_30;P;5_a_10;3000;2;ALQUILER;53000;SALUD;13.99;0;Y
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;53000;EDUCACIÓN;;0;N
hasta_20;menor_25;C;menor_5;3000;4;HIPOTECA;34662;MEJORAS_HOGAR;10.75;1;N
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;54000;SALUD;;0;N
hasta_20;menor_25;P;menor_5;1500;3;HIPOTECA;34800;PAGO_DEUDAS;13.49;0;Y
hasta_20;25_a_30;P;menor_5;3000;3;ALQUILER;54000;INVERSIONES;9.32;0;N
hasta_20;25_a_30;P;5_a_10;5975;4;HIPOTECA;34800;SALUD;11.49;0;N
hasta_20;25_a_30;C;5_a_10;5125;2;HIPOTECA;34800;PAGO_DEUDAS;6.99;1;N
20_a_40;25_a_30;P;NA;9450;4;HIPOTECA;34800;PAGO_DEUDAS;5.99;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;55000;EDUCACIÓN;6.99;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;55000;PERSONAL;12.68;0;Y
hasta_20;25_a_30;C;menor_5;3000;3;ALQUILER;49000;INVERSIONES;12.68;1;Y
hasta_20;menor_25;C;5_a_10;3000;2;ALQUILER;49000;PAGO_DEUDAS;12.23;1;Y
hasta_20;25_a_30;P;menor_5;3000;2;ALQUILER;55000;PAGO_DEUDAS;;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;55000;INVERSIONES;9.88;0;N
hasta_20;25_a_30;P;menor_5;3000;4;ALQUILER;55000;SALUD;6.39;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;55500;SALUD;10.59;0;N
hasta_20;menor_25;P;5_a_10;4000;2;HIPOTECA;34900;PAGO_DEUDAS;9.99;0;N
hasta_20;25_a_30;P;menor_5;3000;3;ALQUILER;56000;PERSONAL;12.69;0;N
hasta_20;menor_25;C;menor_5;3000;2;ALQUILER;50000;SALUD;;1;N
20_a_40;menor_25;P;5_a_10;13000;2;HIPOTECA;34977;PERSONAL;16.0;0;N
hasta_20;25_a_30;P;menor_5;6000;2;HIPOTECA;34980;INVERSIONES;11.48;0;N
hasta_20;25_a_30;C;menor_5;3000;2;ALQUILER;50160;PAGO_DEUDAS;14.42;1;N
mayor_60;menor_25;P;5_a_10;22550;3;HIPOTECA;34992;EDUCACIÓN;15.96;0;Y
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;57000;PERSONAL;5.42;0;N
20_a_40;menor_25;P;5_a_10;8000;2;HIPOTECA;35000;MEJORAS_HOGAR;11.71;0;N
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;57000;SALUD;7.88;0;N
20_a_40;menor_25;P;5_a_10;12000;2;HIPOTECA;35000;PAGO_DEUDAS;12.42;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;58000;EDUCACIÓN;11.83;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;58500;PAGO_DEUDAS;9.88;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;59000;PAGO_DEUDAS;7.14;0;N
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;59300;SALUD;9.63;0;N
20_a_40;menor_25;P;5_a_10;10000;4;PROPIA;35000;INVERSIONES;;0;N
hasta_20;menor_25;P;5_a_10;5000;4;PROPIA;35000;SALUD;11.71;0;N
hasta_20;25_a_30;P;5_a_10;3000;2;ALQUILER;60000;EDUCACIÓN;17.58;0;Y
hasta_20;25_a_30;P;5_a_10;3000;2;ALQUILER;60000;INVERSIONES;15.62;0;N
hasta_20;25_a_30;P;menor_5;4800;2;PROPIA;35000;MEJORAS_HOGAR;6.03;0;N
40_a_60;menor_25;P;menor_5;15000;2;HIPOTECA;35000;SALUD;14.27;0;N
hasta_20;25_a_30;P;menor_5;3000;3;ALQUILER;60000;PAGO_DEUDAS;10.0;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;60000;PAGO_DEUDAS;7.51;0;N
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;60000;SALUD;10.25;0;N
20_a_40;menor_25;P;5_a_10;6900;3;HIPOTECA;35000;PERSONAL;12.42;0;N
40_a_60;menor_25;P;menor_5;14000;3;PROPIA;35000;INVERSIONES;;0;N
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;60000;PERSONAL;11.89;0;N
hasta_20;25_a_30;P;5_a_10;3000;4;ALQUILER;60996;MEJORAS_HOGAR;12.22;0;Y
20_a_40;menor_25;P;5_a_10;8575;4;HIPOTECA;35000;SALUD;10.65;0;N
20_a_40;menor_25;P;5_a_10;9500;3;HIPOTECA;35000;PAGO_DEUDAS;6.03;0;N
hasta_20;menor_25;C;menor_5;3000;3;ALQUILER;55160;EDUCACIÓN;8.9;1;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;61200;PERSONAL;12.42;0;N
hasta_20;menor_25;P;menor_5;5000;3;PROPIA;35000;EDUCACIÓN;14.27;0;Y
20_a_40;25_a_30;P;5_a_10;7000;2;HIPOTECA;35000;PAGO_DEUDAS;;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;62000;EDUCACIÓN;9.99;0;N
hasta_20;menor_25;C;5_a_10;3000;3;ALQUILER;56500;PAGO_DEUDAS;14.84;1;Y
hasta_20;menor_25;C;5_a_10;3000;2;ALQUILER;57000;MEJORAS_HOGAR;14.59;1;N
20_a_40;menor_25;P;menor_5;7000;4;PROPIA;35000;MEJORAS_HOGAR;16.29;0;Y
20_a_40;menor_25;P;menor_5;7500;3;HIPOTECA;35000;MEJORAS_HOGAR;7.9;0;N
hasta_20;25_a_30;P;menor_5;3000;4;ALQUILER;64000;SALUD;;0;N
hasta_20;menor_25;C;menor_5;3000;2;ALQUILER;58170;EDUCACIÓN;9.07;1;N
hasta_20;menor_25;C;5_a_10;3000;4;ALQUILER;58800;PERSONAL;10.36;1;N
hasta_20;menor_25;C;menor_5;3000;3;ALQUILER;58992;SALUD;12.84;1;Y
hasta_20;25_a_30;P;menor_5;3000;4;ALQUILER;65000;MEJORAS_HOGAR;8.49;0;N
20_a_40;menor_25;P;menor_5;10000;4;PROPIA;35000;SALUD;7.9;0;N
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;65000;EDUCACIÓN;6.99;0;N
20_a_40;menor_25;P;menor_5;8000;4;PROPIA;35000;EDUCACIÓN;12.69;0;N
hasta_20;25_a_30;P;menor_5;3000;2;ALQUILER;65000;INVERSIONES;5.79;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;65004;EDUCACIÓN;14.84;0;N
20_a_40;25_a_30;P;mayor_10;8000;3;HIPOTECA;35000;PERSONAL;12.69;0;N
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;65004;INVERSIONES;13.61;0;Y
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;66000;EDUCACIÓN;5.99;0;N
hasta_20;25_a_30;C;menor_5;3000;3;ALQUILER;60000;SALUD;13.47;1;Y
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;67000;SALUD;10.99;0;N
20_a_40;menor_25;P;menor_5;12000;3;HIPOTECA;35000;INVERSIONES;12.42;0;N
20_a_40;menor_25;P;5_a_10;8000;3;PROPIA;35000;INVERSIONES;9.91;0;N
hasta_20;menor_25;P;5_a_10;5000;3;HIPOTECA;35000;SALUD;7.9;0;N
hasta_20;25_a_30;P;menor_5;3000;2;ALQUILER;67500;EDUCACIÓN;8.88;0;N
hasta_20;25_a_30;P;menor_5;3000;4;ALQUILER;67500;MEJORAS_HOGAR;9.32;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;68000;PERSONAL;11.78;0;N
hasta_20;25_a_30;C;menor_5;3000;2;ALQUILER;54400;SALUD;19.42;1;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;70000;INVERSIONES;14.27;0;Y
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;70000;PERSONAL;7.29;0;N
hasta_20;menor_25;C;5_a_10;3000;4;ALQUILER;64000;PAGO_DEUDAS;15.21;1;N
40_a_60;menor_25;P;5_a_10;15000;4;HIPOTECA;35000;EDUCACIÓN;7.49;0;N
hasta_20;menor_25;P;menor_5;6000;4;HIPOTECA;35000;EDUCACIÓN;7.49;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;71000;SALUD;14.65;0;N
hasta_20;25_a_30;P;5_a_10;3000;4;ALQUILER;71000;SALUD;;0;N
20_a_40;25_a_30;P;menor_5;7200;3;HIPOTECA;35000;PERSONAL;10.59;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;72000;SALUD;11.99;0;N
40_a_60;menor_25;P;5_a_10;15000;4;HIPOTECA;35000;PAGO_DEUDAS;;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;72000;PERSONAL;7.43;0;N
hasta_20;25_a_30;P;5_a_10;3000;2;ALQUILER;72054;MEJORAS_HOGAR;7.29;0;N
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;73000;INVERSIONES;12.18;0;N
hasta_20;menor_25;P;NA;5000;2;HIPOTECA;35000;INVERSIONES;21.36;0;Y
hasta_20;menor_25;P;menor_5;3000;4;ALQUILER;74250;PAGO_DEUDAS;11.99;0;N
hasta_20;menor_25;P;5_a_10;2100;3;HIPOTECA;35000;EDUCACIÓN;5.42;0;N
20_a_40;menor_25;C;menor_5;6000;3;HIPOTECA;29000;SALUD;15.62;1;N
hasta_20;menor_25;P;5_a_10;4800;3;HIPOTECA;35000;PAGO_DEUDAS;10.99;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;75000;EDUCACIÓN;8.9;0;N
hasta_20;menor_25;P;5_a_10;4800;3;HIPOTECA;35000;PAGO_DEUDAS;5.42;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;75000;PERSONAL;;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;75000;MEJORAS_HOGAR;;0;N
hasta_20;menor_25;P;5_a_10;3825;4;HIPOTECA;35000;INVERSIONES;7.49;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;77200;EDUCACIÓN;9.63;0;N
hasta_20;25_a_30;P;menor_5;3000;4;ALQUILER;77500;MEJORAS_HOGAR;6.54;0;N
hasta_20;25_a_30;P;menor_5;6400;2;PROPIA;35000;SALUD;;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;78000;INVERSIONES;16.89;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;78000;PERSONAL;6.99;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;78000;INVERSIONES;16.32;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;83000;EDUCACIÓN;9.63;0;N
hasta_20;25_a_30;P;5_a_10;3000;3;ALQUILER;84000;PAGO_DEUDAS;5.79;0;N
hasta_20;25_a_30;C;5_a_10;3000;4;ALQUILER;67147;SALUD;16.02;1;Y
hasta_20;menor_25;P;5_a_10;3500;3;HIPOTECA;35000;PERSONAL;11.49;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;85000;EDUCACIÓN;10.99;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;85000;INVERSIONES;7.49;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;89523;PERSONAL;10.25;0;N
hasta_20;menor_25;P;menor_5;5500;2;PROPIA;35000;INVERSIONES;5.42;0;N
hasta_20;25_a_30;P;5_a_10;3000;4;ALQUILER;90000;SALUD;;0;N
20_a_40;25_a_30;P;5_a_10;10000;4;HIPOTECA;35000;MEJORAS_HOGAR;11.99;0;N
hasta_20;25_a_30;P;5_a_10;5000;4;HIPOTECA;35000;PERSONAL;5.99;0;N
hasta_20;25_a_30;P;menor_5;3000;3;ALQUILER;100000;PAGO_DEUDAS;13.57;0;N
20_a_40;menor_25;C;5_a_10;9000;4;HIPOTECA;29000;PAGO_DEUDAS;;1;N
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;100000;MEJORAS_HOGAR;9.76;0;N
hasta_20;25_a_30;P;5_a_10;3000;4;ALQUILER;103000;PERSONAL;7.88;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;110000;INVERSIONES;7.88;0;N
hasta_20;menor_25;P;5_a_10;4000;2;PROPIA;35000;EDUCACIÓN;7.29;0;N
hasta_20;menor_25;P;5_a_10;3000;3;ALQUILER;110000;EDUCACIÓN;14.22;0;N
hasta_20;menor_25;P;5_a_10;3000;2;ALQUILER;115154;MEJORAS_HOGAR;14.27;0;N
hasta_20;menor_25;P;5_a_10;3000;4;ALQUILER;120390;MEJORAS_HOGAR;5.79;0;N
hasta_20;menor_25;P;menor_5;3600;2;HIPOTECA;35000;INVERSIONES;6.92;0;N
hasta_20;25_a_30;P;menor_5;5600;4;PROPIA;35000;INVERSIONES;11.11;0;N
hasta_20;menor_25;P;5_a_10;6500;2;PROPIA;35000;EDUCACIÓN;13.43;0;N
hasta_20;menor_25;P;menor_5;3000;3;ALQUILER;125000;PAGO_DEUDAS;14.72;0;Y
hasta_20;menor_25;P;5_a_10;4000;2;HIPOTECA;35000;INVERSIONES;7.29;0;N
hasta_20;25_a_30;P;mayor_10;3000;4;ALQUILER;125000;SALUD;12.21;0;N
hasta_20;menor_25;P;5_a_10;2000;2;HIPOTECA;35000;INVERSIONES;10.37;0;N
hasta_20;menor_25;P;menor_5;3000;2;ALQUILER;142000;PAGO_DEUDAS;7.88;0;N
hasta_20;25_a_30;C;5_a_10;3000;2;ALQUILER;137400;EDUCACIÓN;13.06;1;N
hasta_20;25_a_30;P;menor_5;3000;2;ALQUILER;180000;INVERSIONES;11.12;0;N
hasta_20;25_a_30;C;NA;3025;2;ALQUILER;17436;INVERSIONES;11.49;1;N
hasta_20;25_a_30;P;menor_5;3600;3;PROPIA;35000;EDUCACIÓN;13.43;0;N
hasta_20;menor_25;C;menor_5;3050;3;ALQUILER;16800;EDUCACIÓN;9.91;1;N
20_a_40;25_a_30;P;NA;7200;4;PROPIA;35000;PERSONAL;11.11;0;N
hasta_20;menor_25;P;menor_5;3050;4;ALQUILER;24000;SALUD;7.49;0;N
20_a_40;menor_25;C;menor_5;3075;2;ALQUILER;12000;PERSONAL;10.37;1;N
hasta_20;25_a_30;P;menor_5;3075;2;ALQUILER;30000;EDUCACIÓN;10.59;0;N
20_a_40;25_a_30;P;menor_5;8000;2;HIPOTECA;35000;SALUD;5.42;0;N
hasta_20;menor_25;P;5_a_10;1500;4;HIPOTECA;35000;SALUD;9.63;0;N
hasta_20;25_a_30;P;menor_5;3075;3;ALQUILER;44000;SALUD;10.99;0;N
20_a_40;menor_25;C;NA;10000;3;PROPIA;29000;SALUD;18.62;1;Y
hasta_20;25_a_30;P;menor_5;3100;4;ALQUILER;20000;SALUD;11.71;0;N
hasta_20;25_a_30;P;menor_5;3800;3;HIPOTECA;35000;MEJORAS_HOGAR;6.54;0;N
hasta_20;menor_25;P;menor_5;3125;3;ALQUILER;20400;PERSONAL;12.61;0;N
hasta_20;25_a_30;P;mayor_10;2500;3;HIPOTECA;35000;MEJORAS_HOGAR;9.25;0;N
20_a_40;menor_25;C;5_a_10;3150;4;ALQUILER;15300;MEJORAS_HOGAR;10.99;1;N
hasta_20;25_a_30;P;menor_5;3150;4;ALQUILER;42000;EDUCACIÓN;5.79;0;N
20_a_40;menor_25;P;5_a_10;8000;4;HIPOTECA;35000;EDUCACIÓN;5.79;0;N
hasta_20;menor_25;P;menor_5;3600;4;PROPIA;35000;INVERSIONES;9.99;0;N
40_a_60;menor_25;C;5_a_10;12000;4;HIPOTECA;29000;PERSONAL;5.42;1;N
hasta_20;menor_25;P;5_a_10;3150;2;ALQUILER;96000;EDUCACIÓN;6.0;0;N
hasta_20;menor_25;P;menor_5;3175;4;ALQUILER;28800;EDUCACIÓN;6.03;0;N
20_a_40;menor_25;C;menor_5;3200;3;ALQUILER;12000;PERSONAL;5.99;1;N
20_a_40;menor_25;P;NA;7775;2;HIPOTECA;35000;SALUD;;0;N
20_a_40;menor_25;C;NA;3200;2;ALQUILER;12000;INVERSIONES;11.49;1;N
20_a_40;25_a_30;C;5_a_10;3200;2;ALQUILER;15000;SALUD;12.21;1;N
20_a_40;menor_25;C;5_a_10;3200;4;ALQUILER;15600;INVERSIONES;17.93;1;N
20_a_40;25_a_30;C;menor_5;3200;2;ALQUILER;16000;PAGO_DEUDAS;9.32;1;N
hasta_20;menor_25;C;menor_5;3200;3;ALQUILER;18000;PERSONAL;8.49;1;N
hasta_20;menor_25;P;menor_5;3500;3;HIPOTECA;35000;SALUD;;0;Y
hasta_20;menor_25;C;menor_5;3200;4;ALQUILER;18000;MEJORAS_HOGAR;;1;N
20_a_40;menor_25;C;5_a_10;6000;2;HIPOTECA;29000;PERSONAL;7.88;1;N
20_a_40;menor_25;P;5_a_10;13650;4;HIPOTECA;35000;PAGO_DEUDAS;7.51;0;N
